"","Country","Current.Account.Balance...GDP","Fertility.Rate","Infant.Mortaility.under.5.per.1.000","GDP.per.Capita","Life.Expectancy","X5.Year.Inflation","Unemployment","Literacy.Rate..2018.with.some.data.added.","Electricity.Consumption.2014","Manufacturing...GDP","Services...GDP","Ariculture...GDP","Urbanzation...Population","Government.Spending...GDP","GDP.growth","Natural.Reasorces...GDP","Bank.Account...pop..2014.data.","Female.Male.Bank.Accounts","Gender.Equality.Education","Ease.of.Doing.Buissness.Rank.2019.","Manufacturing.Growth","Services.Growth","Agriculture.Growth","Time.to.Pay.Taxes","Medium.and.High.Tech.Industry..","Homocides.per.100000","Suicides.per.100000","Alcohol.Consumption..2016.","Muslim.Population.Percent","Tariff.Rate.Weighted.Average","Gini.Index.2015.14","Migrant...Population","McDonalds.per.Million","Maternal.Mortality.per.100000","Air.Polution.Deaths.per.100000","Population.Growth.Rate","Exports...GDP","Capital.formation...GDP","CO2.Emissions.per.capita..2014.","Visa.Free.Passport.Destinations","Papers.per.Million","Higher.Education","Press.Freedom.Index.2016.","Age.at.First.Marriage..Female.","Median.Age..2018.","Economic.Complexity","Km.of.roads.per.Million.People..Different.Years.","Steel.Production.per.capita","Height.of.Tallest.Building..meters..2020","X..using.Internet","Hospital.Beds.per.1000..Different.Years.","Basic.Water.Services...Population","Tuberculosis.per.100000.people","Legality.of.Homosexuality..2019.","Legality.of.Marital.Rape..2020.","Wheat.Productivity.per.Hectare","Video.Game.Revenue.Per.Person..2019.","Log.Tourists.Population.","Log.Container.Port.Traffic.Per.Capita.","Log.Patent.Applications.per.Capita.","S.P.Credit.Rating","Year.2020.Constitution.was.adopted","Mortality.Rate.Unsafe.Water.per.100000","Bond.Yeild.8.29.2020","X2009.Importance.of.Religion","ISO3","ISO2","UN"
"180","OECD members",NA,1.742271805,7.12397252,36604.03621,79.93402595,7.530322265,6.77043757,100,8008.965342,14.19931811,69.5250536,1.451289908,80.00960386,27.72692775,2.419494927,0.5390219373,94.01683044,0.9947416157,1.00236,NA,2.516105187,2.313345837,2.662140145,168.7222222,NA,NA,13.56309426,9.426193402,NA,NA,NA,10.06137951,NA,15,18.87727368,0.6382040726,28.40102916,21.71625954,9.551391273,NA,1115.67531,72.63333,NA,NA,NA,NA,NA,NA,NA,76.49308,NA,99.36408,NA,0,NA,"",NA,-0.2767795948,-0.7344562606,-3.187576527,NA,NA,0.39478353,NA,NA,NA,NA,NA
"181","Oman",-15.8934517,2.939,11.2,16150.88726,76.887,0.1379697376,3.542000055,95.65153,6445.573417,38.33466036,49.8367943,1.975449335,81.35,NA,4.741250717,23.85083351,NA,NA,1.01645,68,4.351822574,3.866412849,32.61455526,68,21.25587299,0.4,4.1,0.8,85.9,1.9,NA,41.08587362,5.624101901,19,53.9,5.790631303,56.70501843,30.16607359,15.18879511,79,176.7209986,39.23264,40.43,NA,25.6,-0.3,14116.49577,0,53,73.53,1.6,91.5668,8.8,1,1,"2,989.20",13.35724202,-0.3493521324,-0.07761151284,-5.931188056,4,1996,0.1,NA,NA,"OMN","OM","512"
"182","Other small states",NA,3.127624153,54.27596493,12832.04013,67.40523612,13.81067544,10.23851635,84.52881,NA,10.41883358,53.48868579,2.158189343,60.59536546,NA,2.793412602,11.80740788,NA,NA,0.99564,NA,2.179194459,3.109335542,2.31541898,196.7307692,NA,NA,9.05596563,6.01374892,NA,NA,NA,15.48313483,NA,316,113.4078719,2.060536426,61.3280961,29.77640815,7.62789783,NA,201.1814002,19.52913,NA,NA,NA,NA,NA,NA,NA,43.64495,NA,85.19226,NA,0,NA,"",NA,0.08750681109,NA,NA,NA,NA,16.19518389,NA,NA,NA,NA,NA
"183","Pakistan",-1.026034795,3.66,76,1356.667731,66.577,44.10097253,3.565999985,59.13205,447.5010026,12.79208973,52.16051878,23.81706359,36.026,NA,4.731147475,1.317802966,13.03619194,0.2309586237,0.8325,108,3.88488825,4.361227453,2.130032832,307,24.61546527,5,2.9,0.3,96.5,9.58,33.5,1.920846061,0.3008620239,154,173.6,2.087629055,10.60441138,15.70703082,0.8514728044,32,42.37897339,9.2259,48.52,20.3,23.8,-0.92,1323.502072,0.01454166449,273,14,0.6,90.81299,270,1,NA,"2,844.20",0.6568820854,NA,-1.859567702,-5.979637592,3,1973,19.6,9.34,NA,"PAK","PK","586"
"184","Panama",-8.963297511,2.54,16.9,13630.30797,77.776,24.20079947,3.002000093,95.41181,2064.175797,6.390814118,65.8278442,2.786009684,66.696,NA,5.732763632,0.1913736247,43.66213989,0.8577278482,1.00833,86,3.438237213,4.075507977,0.1499571551,417,6.366617158,11.9,3.9,7.9,0.7,5.41,50.8,4.701027527,14.36315654,58,25.8,1.707123796,47.68513469,42.75572777,2.255854757,141,41.58763781,47.26563,30.59,NA,29.2,0.08,3814.300009,0,284,51.20542,2.3,95.49434,52,0,0,"",6.803600465,-0.2743425067,0.2398904121,-5.452496926,5,1972,1.9,NA,NA,"PAN","PA","591"
"185","Peru",-5.019969101,2.323,16.1,6227.586716,75.792,14.10006242,3,94.40827,1345.879589,13.80213117,54.03669558,7.047358047,77.357,20.93247024,3.255889597,6.587379093,28.97523308,0.6308980004,0.9987,76,-0.861953861,4.749151711,3.953175974,260,14.69679297,7.2,4.9,6.3,0.1,1.8,43.4,0.2896451408,1.312735033,94,63.9,1.256186053,21.28732529,24.30511436,2.051984358,135,29.60578501,NA,29.99,28,28,-0.65,4571.43566,0,140.1,40.8526,1.6,90.03872,122,0,0,"1,502.70",4.988393125,-0.9453091821,-1.15211864,-5.657808113,5,1993,1.3,NA,NA,"PER","PE","604"
"186","Philippines",2.481666916,2.805,30.1,2867.15199,70.644,10.60643859,3.026000023,98.18255,696.3467801,20.03613114,58.84348679,10.2601852,46.284,14.1060815,6.066548905,1.901365786,31.28583527,1.551117625,1.00728,95,5.668985652,6.894715358,0.1315018023,191,44.58409967,9.5,3.2,6.6,11,1.75,44.4,0.2103905391,6.267553311,127,185.2,1.579367402,28.39572169,21.21435715,1.05114223,67,13.7264314,NA,44.66,25.3,23.5,0.11,2129.557926,0,318,36,1,92.57983,550,0,0,"",4.514596995,-1.27983613,-1.15112011,-5.43505067,5,1987,4.2,2.76,NA,"PHL","PH","608"
"187","Palau",-8.271561451,2.21,19.8,16593.48995,NA,26.83186986,NA,NA,NA,0.9040542569,79.06039765,2.788887979,78.159,38.95125169,10.4309733,0,NA,NA,NA,145,10.73342264,8.552949364,-3.653886888,142,NA,NA,NA,NA,0.1,7.69,NA,26.60278991,0,NA,NA,0.2210196134,58.35009339,25.28885619,14.77119029,119,317.5771299,NA,NA,NA,33.4,NA,0,0,25,NA,4.8,99.72116,91,0,0,"",NA,0.9624013728,NA,NA,NA,1980,NA,NA,NA,"PLW","PW","585"
"188","Papua New Guinea",20.87372104,3.707,51.7,2679.326711,63.466,13.45998557,2.575999975,NA,NA,1.777548679,NA,17.45622641,13.012,20.22970959,9.5,21.04829394,NA,NA,NA,120,-12.91842477,-2.284834786,-2.645013848,209,12.60965944,NA,6,1.2,0.1,NA,NA,0.3383766086,0,151,152,2.00628287,NA,NA,0.7950742261,84,6.936551643,NA,25.81,NA,23.1,NA,1153.090706,0,100,7.9,4,40.14423,432,1,0,"",NA,-1.646450598,-1.463003385,-6.908901688,3,1975,16.3,NA,NA,"PNG","PG","598"
"189","Poland",-0.5567683927,1.32,4.9,12572.32185,77.45121951,7.138040203,7.500999928,100,3971.799761,17.61993481,56.26603963,2.201387824,60.278,34.25824396,3.838945167,0.853837001,77.86217499,0.8762682661,NA,40,6.953560283,3.905041663,-8.460371322,269,36.88070758,0.8,15.8,11.6,0.1,1.89,31.8,1.604180837,11.71471525,2,37.9,-0.06664110097,49.49795192,20.46020888,7.517151585,181,871.7969994,66.94615,23.89,26.7,40.7,1.11,11161.80702,0.2395593456,238,67.997,6.5,99.04427,19,0,0,"4,541.80",14.24193472,-0.3561842545,-1.309928577,-3.909753772,6,1997,0.1,1.2,NA,"POL","PL","616"
"190","Pre-demographic dividend",NA,5.189378489,88.37445221,1585.942265,59.51195893,24.25991899,5.122493821,62.64361,252.0803031,7.997058886,51.00180177,18.56262919,39.59389013,NA,3.070877054,11.655723,NA,NA,0.9037,NA,1.607125624,2.73047629,2.144085588,321.1920833,NA,NA,7.015220058,5.995149258,NA,NA,NA,1.572781696,NA,587,197.0222817,2.899038611,22.43373706,22.77462319,0.542315604,NA,11.58810727,8.49868,NA,NA,NA,NA,NA,NA,NA,20.26046,NA,59.93846,NA,0,NA,"",NA,-1.555071353,-1.957891427,NA,NA,NA,48.51548462,NA,NA,NA,NA,NA
"191","Puerto Rico",NA,1.3365,NA,29764.05389,79.3534878,7.909327342,12,92.39,NA,47.90264618,47.8759474,0.8269851174,93.624,NA,-1.049443651,0,69.73526764,0.8967417942,1.04143,65,NA,NA,NA,218,NA,16.7,NA,NA,0.1,NA,NA,7.465496392,31.09554798,20,NA,-1.761108524,67.1987645,8.598555751,NA,NA,171.2990396,96.65043,NA,NA,41.5,NA,7734.153795,0,NA,63.47,3.3,97.11719,1.8,0,NA,"",19.29075662,0.008523015939,NA,NA,NA,NA,NA,NA,NA,"PRI","PR","630"
"192","Korea (North)",NA,1.922,21.1,NA,71.481,NA,3.54399991,100,601.6900479,NA,NA,NA,61.277,NA,NA,NA,NA,NA,1.00774,NA,NA,NA,NA,NA,NA,NA,11.4,3.9,0.1,NA,NA,0.192635219,0,91,207.2,0.5019000283,NA,NA,1.617371103,39,1.52994979,28.2197,83.76,NA,34,NA,1014.698597,0,330,NA,13.2,95.21488,513,0,1,"1,535.10",NA,NA,NA,NA,NA,1972,1.4,NA,NA,"PRK","KP","408"
"193","Portugal",0.1179324176,1.31,3.7,19252.63495,81.12439024,4.379543617,12.44400024,96.13759,4662.6008,12.15767319,65.64166141,2.050264308,63.514,43.77587012,1.822065644,0.2815245943,87.38635254,0.969293069,0.96691,39,2.832599682,1.275514435,5.115638494,275,26.80397337,1,13.8,12.3,0.4,1.89,35.5,8.089593589,16.89502954,9,9.8,-0.414141102,40.61511545,15.85532198,4.331554028,186,1418.335799,61.75633,17.27,31,42.2,0.26,8003.416851,0.1930860519,120,68.6329,3.4,99.90469,23,0,0,"2,356.50",28.67327871,0.05375967176,-0.5777346314,-4.04913736,5,1976,0.2,0.41,NA,"PRT","PT","620"
"194","Paraguay",-0.400690257,2.508,22.2,5406.703857,73.662,18.69212596,4.556000233,94.0208,1552.384217,19.44192486,48.57735898,9.450446314,60.75,16.19064278,3.080374008,1.498963018,NA,NA,NA,125,5.208570433,3.664373856,-0.4764055795,378,21.82669174,9.3,9.9,7.2,0.1,4.43,47.6,2.356666686,2.840592243,132,57.5,1.342858435,33.00061877,22.12327201,0.8640294773,142,13.92338713,NA,33.63,NA,28.2,-0.64,11052.74442,0,136,49.72,1.3,97.25714,40,0,0,"2,200",4.036631082,-0.7407684263,NA,NA,4,1992,1.5,NA,NA,"PRY","PY","600"
"195","Palestinian Territory",-16.30051748,3.955,21.7,2967.851747,73.442,12.53185123,25.82099915,97.21861,NA,10.63441963,64.0448197,3.55164523,75.368,7.655367572,3.428732254,0,24.24380684,0.7760336522,1.05897,117,-7.751849532,3.51951822,-7.227648428,162,2.187895793,1,NA,NA,97.5,NA,NA,5.473039752,0,32,NA,2.290480058,18.44945948,21.12680502,NA,38,51.34315607,45.28426,42.93,20.1,21.1,NA,0,0,NA,57.42419,1.2,96.12353,1.1,1,1,"1,899.40",NA,-0.9949534853,NA,NA,NA,NA,NA,NA,NA,"PSE","PS","275"
"196","Pacific island small states",NA,3.567205008,25.47644313,3782.032777,69.44445877,13.37253645,3.906251266,91.01657,NA,7.810814122,NA,12.18577246,38.0412596,30.47405074,3.678484603,3.806774804,NA,NA,NA,NA,4.258995759,4.176931938,NA,158.5555556,NA,NA,5.579070303,2.113835896,NA,NA,NA,2.036815894,NA,74,115.9792341,1.313299523,NA,NA,1.066127745,NA,65.97705453,NA,NA,NA,NA,NA,NA,NA,NA,27.6383,NA,85.66081,NA,0,NA,"",NA,-0.2718242474,NA,NA,NA,NA,5.232261326,NA,NA,NA,NA,NA
"197","Post-demographic dividend",NA,1.631667488,5.131969187,40474.3376,80.39489868,7.358993567,6.869026719,NA,8899.59433,13.89583364,70.32975797,1.333109391,80.74596078,27.71779447,2.109428024,0.4302923923,NA,NA,1.00042,NA,1.542147449,2.119605648,1.907356325,178.8194444,NA,NA,15.39799644,10.04130869,NA,NA,NA,12.08851158,NA,11,17.40305054,0.4454371128,29.39418096,21.54580784,10.36074109,NA,1232.460182,76.98575,NA,NA,NA,NA,NA,NA,NA,78.71888,NA,99.21115,NA,0,NA,"",NA,-0.2226512736,-0.6186127163,-3.125094993,NA,NA,0.317192595,NA,NA,NA,NA,NA
"198","French Polynesia",NA,1.99,NA,NA,76.787,NA,12.68999958,NA,NA,NA,NA,NA,61.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,5.08,NA,10.63006606,21.96804382,NA,NA,0.5208985603,NA,NA,2.955679873,NA,0,NA,NA,NA,31.9,NA,9482.872249,0,NA,64.56021,NA,100,19,0,NA,"",NA,-0.1715420412,-0.5956516978,NA,NA,NA,NA,NA,NA,"PYF","PF","258"
"199","Qatar",8.501816613,1.929,7.8,63039.01655,79.758,1.979988193,0.1599999964,93.46397,14781.64833,8.915586522,46.06825165,0.1613634704,98.945,NA,3.657510261,19.87752557,NA,NA,NA,77,4.398605764,7.768317821,7.710011507,41,56.09427135,NA,6.5,2,77.5,3.37,NA,75.49762789,17.92876046,9,47.4,4.239996291,57.06152025,37.06722742,43.85730795,95,458.1928589,14.70129,35.97,NA,33.2,0.32,4122.835394,1.013364722,300,92.88483,1.2,99.6915,24,1,0,"2,296.30",33.12923128,0.05930222427,-0.6548592312,NA,NA,2004,0.1,1.91,NA,"QAT","QA","634"
"200","Romania",-1.211872396,1.58,9.2,8977.498544,75.01219512,15.53700105,6.811999798,98.8445,2584.411787,19.58439367,53.7838846,4.185743848,53.887,33.21477017,3.871522323,0.9388658219,60.83715439,0.8728643108,0.99453,55,4.483582683,5.413367747,-11.10580967,161,44.46462575,1.5,11.6,12.7,1,1.89,35.9,1.163134803,4.239080935,21,59.3,-0.4700522279,41.01801911,25.12825788,3.516153691,172,550.9689933,46.72669,24.29,26.7,41.1,0.56,4364.941267,0.1715818474,137,55.7632,6.3,100,82,0,0,"3,948.40",8.881883864,-0.3270793882,-1.452530402,-4.308002962,5,1991,0.4,3.9,NA,"ROU","RO","642"
"201","Russian Federation",4.970479603,1.777,8.5,9313.787542,71.18341463,54.1799503,5.571000099,99.73006,6602.657525,12.47765055,56.05437373,3.868798794,74.05,30.64510389,-2.307733505,10.32576068,67.38309479,1.100206629,0.98881,28,-1.806853917,-2.228483355,2.404873861,168,28.56346684,11.6,32.1,11.7,10,3.08,37.7,8.11621786,4.47615552,18,49.4,0.1925586418,28.70726232,22.38829735,11.85752777,118,362.0901689,79.93813,49.03,24.9,39.6,0.86,10613.50604,0.4934180736,462,70.1,8.2,96.83172,67,0,0,"2,683.50",11.49920883,-0.630651082,-1.57283525,-3.692246663,5,1993,0.1,6.11,NA,"RUS","RU","643"
"202","Rwanda",-15.30937242,4.157,41.3,728.0817574,67.45,21.28277714,1.098999977,73.21559,NA,5.892372142,47.86800432,28.00754295,17.004,17.45041311,8.867977374,6.328121072,42.11691284,0.7202147024,1.02611,38,8.372224448,10.44499267,4.976319901,109,6.658095592,2.5,6.8,9,4.8,9.75,NA,3.803080984,0,275,121.4,2.542690207,14.23839728,26.44879635,0.07576422356,60,9.579498624,7.61135,54.61,20.6,19,NA,413.4022912,0,90,18,1.6,56.25844,61,0,0,"2,303.90",NA,-1.061407826,NA,-6.356754974,3,2003,19.3,NA,NA,"RWA","RW","646"
"203","South Asia",NA,2.470078836,48.7,1541.835813,68.64190068,32.28338254,2.99206852,72.25239,705.3184354,15.28356178,48.87313456,16.73653725,32.73756129,14.98399041,7.480020569,1.651084996,46.54095459,0.6800766978,1.03342,NA,11.97314515,8.551031346,0.9576484921,281.6725,NA,NA,13.65027287,4.461817592,NA,7.83,NA,0.6601884172,NA,179,179.2845691,1.260452919,18.76409754,30.31161755,1.456572745,NA,65.07550548,22.9204,NA,NA,NA,NA,NA,NA,NA,16.22347,NA,90.8743,220,0,NA,"",NA,-1.946813347,-1.901438416,-5.126983437,NA,NA,17.82264346,NA,NA,NA,NA,NA
"204","Saudi Arabia",-8.669784327,2.507,8.5,20627.93278,74.651,-0.849952145,5.590000153,95.32863,9401.366769,12.68446956,51.94826117,2.6193879,83.18,32.23864225,4.10640887,24.21049522,69.40958405,0.8118008665,NA,62,6.591421195,2.876140522,0.6100681934,57,37.89076457,1.5,3.2,0.2,97.1,4.45,NA,32.29494249,9.584563707,17,83.7,2.556784389,33.32117124,35.12748237,19.44066648,77,282.1569443,61.05635,59.72,NA,27.5,0.87,6979.454069,0.1797105695,601,69.61624,2.7,99.6869,12,1,1,"6,266.90",18.19175414,-0.2461735191,-0.6223280311,-4.646995193,6,1992,0.1,NA,NA,"SAU","SA","682"
"205","Sudan",-5.644678254,4.594,66.3,2486.745659,64.429,142.580117,13.15499973,60.69718,190.2208868,NA,46.40344408,31.41855828,33.894,9.409975148,4.906045175,4.114721263,15.26843262,0.4936336597,0.93485,171,NA,6.357220812,2.784146777,180,NA,NA,8,0.5,97,NA,34.2,1.251344542,0,320,184.9,2.407212277,8.182226094,16.56004134,0.2997325983,40,6.662219703,16.91901,72.53,22.7,19.9,-1.54,316.7369056,0,130,26.61,0.8,58.95025,88,0,0,"2,381",NA,-1.720164327,-1.907102219,-5.163471274,NA,2005,17.3,NA,NA,"SDN","SD","736"
"206","Senegal",-5.316169392,4.841,50.1,1218.764246,66.747,5.215431335,6.756999969,51.90042,229.3517951,17.04397309,51.43642886,14.28245168,45.862,18.29881223,6.367263427,4.512980272,15.42457199,0.5720798516,NA,123,6.102919049,3.349044902,10.64432201,620,21.64679826,NA,6.2,0.7,96.1,8.62,NA,1.739951417,0,346,160.7,2.80841559,22.67740063,25.83288133,0.6247600043,56,25.2955405,10.75214,27.99,19.9,18.8,-0.5,960.8697325,0,76.2,27,0.3,78.24334,123,0,0,"",NA,-1.160854694,-1.43943575,NA,NA,2001,23.9,NA,NA,"SEN","SN","686"
"207","Singapore",17.21504076,1.24,2.7,55646.61875,82.74390244,4.101876821,3.789999962,97.34486,8844.687593,18.08932985,69.95057907,0.0326135138,100,15.92552594,2.892499228,0.000363040867,96.3526001,0.9940845317,NA,2,-5.127331774,3.586629636,-0.5043227666,83.5,81.41810787,0.3,9,2,14.7,0.07,NA,45.39179191,24.5709035,9,25.9,1.186376937,178.3846085,25.35319302,10.30633191,189,2062.646048,NA,52.96,27.9,34.6,1.75,621.4993238,0,290,79.01296,2.4,100,45,0,0,"",57.63322217,0.3379053043,0.758081199,-3.576095986,8,1965,0.1,1.01,NA,"SGP","SG","702"
"208","Solomon Islands",-3.124142449,4.459,22,1914.467926,72.173,27.54408822,2.013000011,NA,NA,NA,NA,NA,22.36,34.74547122,2.542240201,21.74763406,NA,NA,NA,136,NA,NA,NA,80,NA,NA,4.9,1.4,0.1,35.65,NA,0.442947201,0,112,137,2.695347241,45.07474355,NA,0.3435397962,131,22.71528955,NA,NA,20.3,22.5,NA,2304.689961,0,21,10.00046,1.4,69.32992,86,0,0,"",NA,-1.445948539,NA,NA,NA,NA,6.2,NA,NA,"SLB","SB","090"
"209","Sierra Leone",-23.7768122,4.561,121.8,588.2284527,52.941,57.00248618,4.75,43.20633,NA,1.768628824,33.87134028,58.6518937,40.829,NA,-20.59877072,12.08992136,15.58001041,0.660233028,0.97907,163,0.301275232,1.561470711,3.129710916,337,NA,1.7,9.3,5.7,78.6,NA,NA,1.413457295,0,1180,324.1,2.181626694,19.36254453,15.5287737,0.1865600877,63,4.655660957,NA,29.94,17.1,19,NA,1575.590561,0,64,6.344422,0.4,58.31269,307,0,0,"",NA,-2.475423831,-1.98057381,NA,NA,1996,81.3,NA,NA,"SLE","SL","694"
"210","El Salvador",-3.215929355,2.101,15.3,3705.577946,72.412,11.36255562,4,88.48271,937.0738768,16.38745059,60.01308119,5.529724075,69.7,22.76329409,2.395029358,0.8318132298,36.7197113,0.7620288481,0.97833,91,3.056167401,3.083798883,-5.502704579,312,19.12749274,105.4,14,3.8,0.1,1.79,40.6,0.6862716134,3.003893679,48,41.9,0.4753638277,29.48643229,16.01710897,0.9984289438,134,3.748543112,27.97005,29.2,NA,27.1,-0.52,1721.072978,0,125,26.8026,1.3,96.03034,48,0,NA,"",NA,-0.6543210304,-1.520035677,-5.955971004,3,1983,2,NA,NA,"SLV","SV","222"
"211","San Marino",NA,NA,2.2,45774.58789,NA,5.092221399,NA,99.91643,NA,NA,NA,NA,96.739,42.14133483,0.6,0,NA,NA,NA,92,NA,NA,NA,52,NA,NA,NA,NA,0.1,NA,NA,14.84220132,0,NA,NA,0.9785641362,NA,NA,NA,168,210.3871123,NA,NA,NA,44.4,NA,8776.148113,0,39,NA,3.8,100,0,0,0,"",NA,0.2103148525,NA,-3.676980867,NA,NA,NA,NA,NA,"SMR","SM","674"
"212","Somalia",NA,6.363,133.4,293.4654226,55.92,NA,14.4119997,NA,NA,NA,NA,NA,43.245,NA,NA,14.02841467,38.66032791,0.7726453349,NA,190,NA,NA,NA,NA,NA,NA,4.7,0,99.8,NA,NA,0.2344558836,0,855,212.8,2.74531815,25.635953,NA,0.04534723087,33,0.3225291854,NA,65.35,NA,18.1,NA,1603.296205,0,39,1.76,0.9,49.16986,274,0,NA,"398",NA,NA,NA,NA,NA,2012,86.6,NA,NA,"SOM","SO","706"
"213","Serbia",-3.457541564,1.46,6.3,5585.117808,75.28780488,24.65148915,17.92099953,98.2892,4271.744667,NA,50.93751957,6.706056394,55.696,NA,1.776320973,1.244434603,83.09233856,0.996861108,1.00882,44,2.673158233,0.5495118851,1.952095182,244.25,26.35269226,1.2,15,11.1,3.1,NA,40.5,9.122622084,4.087164851,13,62.5,-0.4947725745,45.27360739,18.56476175,5.282521917,134,686.7367132,58.28769,27.6,28.1,42.6,0.52,6401.20484,0.2395924223,141,65.31703,5.7,86.28549,21,0,0,"4,847",10.42931721,-0.7971294163,NA,-4.600555841,4,2006,0.7,NA,NA,"SRB","RS","688"
"214","Sub-Saharan Africa (excluding high income)",NA,4.913149843,84.77959219,1668.215982,59.95148447,23.81430007,6.076069637,65.57343,484.0425261,10.23624568,53.0814537,15.4703065,38.58949515,25.08690851,2.814316145,7.546043393,34.18938065,0.7757475364,0.93086,NA,1.46493963,3.067759793,3.484592067,305.2807609,NA,NA,7.568513817,6.263073983,NA,6.98,NA,1.873313116,0,557,187.1011697,2.734801778,24.12213273,22.91229259,0.8487485998,NA,22.64520921,9.17556,NA,NA,NA,NA,0,0,NA,20.74273,NA,59.10674,262,0,NA,"",NA,-1.37480521,-1.803350209,NA,NA,NA,47.23315808,NA,NA,NA,NA,NA
"215","South Sudan",-4.042118381,4.937,98.6,1154.800949,56.855,98.1445302,12.8380003,34.52276,43.58172421,4.133919507,66.14507265,12.11189462,18.852,NA,-10.79180849,12.179294,NA,NA,0.68539,185,17.82523384,10.37690786,21.59995529,210,NA,NA,3.7,NA,20,NA,NA,6.67856204,0,1110,165.1,1.511743983,36.65134942,5.750756425,0.1417482316,43,0.5142008078,NA,44.87,NA,17.3,NA,0,0,50,5.5,NA,40.92653,146,0,1,"",NA,NA,NA,NA,NA,2011,63.3,NA,NA,"SSD","SS","728"
"216","Sub-Saharan Africa",NA,4.912900425,84.8,1669.443418,59.95283055,23.75151538,6.076069637,65.57706,484.0425261,10.23251093,53.09573198,15.45933601,38.59107274,25.09154735,2.815843916,7.539892078,34.18938065,0.7757475364,0.93087,NA,1.46813016,3.069399472,3.483831452,300.5939362,NA,NA,7.568685693,6.263795925,NA,6.98,NA,1.8743852,NA,557,187.0884105,2.734756525,24.16865439,22.92369032,0.8491776905,NA,22.66228125,9.17597,NA,NA,NA,NA,NA,NA,NA,20.74592,NA,59.11022,262,0,NA,"",NA,-1.359590415,-1.790624518,NA,NA,NA,47.1711815,NA,NA,NA,NA,NA
"217","Small states",NA,2.938078087,47.53671785,11732.17339,68.61401082,13.23752572,10.04246338,86.20175,NA,10.17286975,55.09950023,2.581415349,57.37721477,NA,2.572771916,10.5988749,NA,NA,1.00308,NA,2.062418943,2.925158787,2.377633032,183.625,NA,NA,8.865160787,5.805852614,NA,NA,NA,12.66695963,NA,268,100.5102263,1.753089647,58.59862475,28.95072988,7.462652569,NA,167.4322256,19.52727,NA,NA,NA,NA,NA,NA,NA,43.92834,NA,86.92476,NA,0,NA,"",NA,0.04623865507,-0.5344020536,NA,NA,NA,12.74710943,NA,NA,NA,NA,NA
"218","Sao Tome and Principe",-21.58375817,4.477,35.1,1595.861423,69.377,45.43134289,13.60499954,92.81664,NA,6.368786796,70.42953379,12.22863394,70.174,NA,3.798398936,3.586267184,NA,NA,1.01635,170,3.324623216,2.997440458,3.28877652,424,NA,NA,2.3,6.8,3,9.07,NA,1.25772286,0,130,162.4,1.875249494,NA,NA,0.5807936565,61,7.120221429,13.38452,NA,NA,18.4,NA,1604.556942,0,21,25.82,2.9,83.46349,156,0,0,"",NA,-0.8915548793,NA,NA,NA,1975,11.4,NA,NA,"STP","ST","678"
"219","Suriname",-16.42729299,2.494,20.9,8561.974179,71.249,24.46925511,7.21999979,94.38327,3596.777721,9.897903038,55.59087852,9.286543987,66.056,NA,-3.411095864,18.18757047,NA,NA,1.13404,162,1.055099648,-6.762705082,4.151624549,199,11.6195081,6.1,23.8,5.1,13.9,NA,NA,8.625811501,3.57690251,122,56.7,1.05537038,NA,NA,3.598912291,78,23.62544108,NA,16.7,NA,29.8,NA,7697.494201,0,44,42.76383,3.1,94.43904,32,0,0,"",NA,-0.3895880453,-0.7221596711,NA,2,1987,2,NA,NA,"SUR","SR","740"
"220","Slovakia",-1.719166125,1.4,6.1,16182.30372,76.56341463,3.108764847,11.48099995,100,5137.073835,20.07054693,55.47508498,3.376750522,53.889,40.9028103,4.174873197,0.3152132679,77.24139404,1.076557469,1.00452,45,11.89607083,4.63182714,-14.86109591,188,49.66454164,0.8,12.8,11.5,0.2,1.89,26.5,3.265417899,5.531176383,6,33.5,0.09503387865,92.02289274,24.25581255,5.661581328,181,933.3177969,50.70005,13.26,28.1,40.5,1.32,7187.76371,0.8481137121,125,77.6347,5.8,99.78719,6.5,0,0,"5,843.40",14.93417624,-0.4985228765,NA,-4.3763689,6,1992,0.1,-0.12,NA,"SVK","SK","703"
"221","Slovenia",3.817659736,1.57,2.5,20887.51964,80.77560976,4.993271856,8.961999893,100,6727.999302,19.95377341,56.26600073,2.049031061,53.781,42.0554901,2.304895835,0.2548497081,97.24451447,0.9943654508,1.00969,37,2.816506394,2.413360902,13.12353064,233,37.53533423,1,21,12.6,3.6,1.89,25.4,11.41296409,9.692124809,7,22.6,0.07519068901,77.14867757,19.16367862,6.213686845,180,1724.088468,80.26099,22.26,29,44.5,1.42,21162.75452,0,89,73.0987,4.6,99.53378,7.2,0,0,"5,186.30",21.32267458,0.1656834624,-0.4164345141,NA,6,1991,0.1,0.06,NA,"SVN","SI","705"
